안심식당SEQ,시도코드,시도명,시군구명,사업장명,대표자명,안심식당지정일,주소1,주소2,업종,업종상세,전화번호, 선정여부,안심식당취소일,비고(웹사이트등),수정일,
17404,471000,경기도,구리시,더회,김수현,2020-08-06,경기도 구리시 벌말로147번길 58-1 , ,일반음식점,한식,031-514-7199,Y,null, ,2020-11-01,
17403,471000,경기도,구리시,더곰,김영진,2020-08-06,경기도 구리시 경춘로162번길 18, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17402,471000,경기도,구리시,대성식당,정연희,2020-08-06,경기도 구리시 건원대로 36, ,일반음식점,한식,031-553-3566,Y,null, ,2020-11-01,
17401,471000,경기도,구리시,당진아구동태찜탕,오세민,2020-08-06,경기도 구리시 검배로 67 , ,일반음식점,한식,031-569-1568,Y,null, ,2020-11-01,
17400,471000,경기도,구리시,담터설렁탕,박종화,2020-08-06,경기도 구리시 금강로 23  , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17399,471000,경기도,구리시,달인청국장,황남성,2020-08-06,경기도 구리시 벌말로 100 , ,일반음식점,한식,031-556-6006,Y,null, ,2020-11-01,
17398,471000,경기도,구리시,다인한정식,서지원외1명,2020-08-06,경기도 구리시 벌말로 98 , ,일반음식점,한식,031-568-3977,Y,null, ,2020-11-01,
17397,471000,경기도,구리시,다소니,송혜인,2020-08-06,경기도 구리시 경춘로 174-6 , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17396,471000,경기도,구리시,뉴욕중국집,안진용,2020-08-06,경기도 구리시 안골로63번길 23  , ,일반음식점,중식, ,Y,null, ,2020-11-01,
17395,471000,경기도,구리시,놀부보쌈놀부부대찌개,고미옥,2020-08-06,경기도 구리시 원수택로 4, ,일반음식점,한식,031-558-5382,Y,null, ,2020-11-01,
17394,471000,경기도,구리시,냉삼해,한상욱,2020-08-06,경기도 구리시 경춘로227번길 6-9  , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17393,471000,경기도,구리시,남서문곰탕.갈비탕,김정희,2020-08-06,경기도 구리시 동구릉로 420 , ,일반음식점,한식,031-529-9498,Y,null, ,2020-11-01,
17392,471000,경기도,구리시,남가네설악추어탕토평점,김준택,2020-08-06,경기도 구리시 벌말로 70 , ,일반음식점,한식,031-555-7111,Y,null, ,2020-11-01,
17391,471000,경기도,구리시,낙지짱,박순자,2020-08-06,경기도 구리시 안골로85번길 13-24  , ,일반음식점,한식,031-554-5577,Y,null, ,2020-11-01,
17390,471000,경기도,구리시,나주곰탕,전제원,2020-08-06,경기도 구리시 아차산로506번길 14 , ,일반음식점,한식,031-554-1357,Y,null, ,2020-11-01,
17389,471000,경기도,구리시,김치면돼지,안서희,2020-08-06,경기도 구리시 산마루로 6, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17388,471000,경기도,구리시,금강산감자탕,홍선미,2020-08-06,경기도 구리시 이문안로99번길 11  , ,일반음식점,한식,031-552-4100,Y,null, ,2020-11-01,
17387,471000,경기도,구리시,금강농원,이상현,2020-08-06,경기도 구리시 벌말로 67-7 , ,일반음식점,한식,031-566-9244,Y,null, ,2020-11-01,
17386,471000,경기도,구리시,규시,최영우,2020-08-06,경기도 구리시 검배로 9  , ,일반음식점,일식, ,Y,null, ,2020-11-01,
17385,471000,경기도,구리시,귀품찬구리직영점,장영일,2020-08-06,경기도 구리시 벌말로 78  , ,일반음식점,한식,031-569-8292,Y,null, ,2020-11-01,
17384,471000,경기도,구리시,국가대표,방은영,2020-08-06,경기도 구리시 건원대로34번길 15 , ,일반음식점,한식,031-551-7004,Y,null, ,2020-11-01,
17383,471000,경기도,구리시,구리휴게소(한식당),최창목외1인,2020-09-10,경기도 구리시 체육관로171번길 21-4 , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17382,471000,경기도,구리시,구리타워G레스토랑,안수정,2020-08-06,경기도 구리시 왕숙천로 49 , ,일반음식점,서양식,031-554-0003,Y,null, ,2020-11-01,
17381,471000,경기도,구리시,구리설렁탕,박은주,2020-08-06,경기도 구리시 동구릉로 108-2 , ,일반음식점,한식,031-568-9617,Y,null, ,2020-11-01,
17380,471000,경기도,구리시,공영식품기소야구리점,김재소,2020-08-06,경기도 구리시 경춘로 261, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17379,471000,경기도,구리시,공릉닭한마리,유덕,2020-08-06,경기도 구리시 경춘북로 252, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17378,471000,경기도,구리시,고향생선구이,최선희,2020-08-06,경기도 구리시 안골로97번길 15 , ,일반음식점,한식,031-563-7799,Y,null, ,2020-11-01,
17377,471000,경기도,구리시,고향맛집,김옥금,2020-08-06,경기도 구리시 경춘로266번길 8, ,일반음식점,한식,031-562-2007,Y,null, ,2020-11-01,
17376,471000,경기도,구리시,고목나무집,서용석,2020-08-06,경기도 구리시 안골로 12-1 , ,일반음식점,한식,031-552-5176,Y,null, ,2020-11-01,
17375,471000,경기도,구리시,고래식당(구리갈매점),이현주외1명,2020-08-06,경기도 구리시 갈매중앙로 89-10, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17374,471000,경기도,구리시,고구려,윤희인,2020-08-06,경기도 구리시 우미내길 6, ,일반음식점,한식,02-456-9788,Y,null, ,2020-11-01,
17373,471000,경기도,구리시,강창구찹쌀진순대토평점,강창구,2020-08-06,경기도 구리시 벌말로 81-10 , ,일반음식점,한식,031-568-9292,Y,null, ,2020-11-01,
17372,471000,경기도,구리시,강창구찹쌀진순대,강창구,2020-08-06,경기도 구리시 검배로 74 , ,일반음식점,한식,031-565-9174,Y,null, ,2020-11-01,
17371,471000,경기도,구리시,강씨네아천칡냉면,강민구,2020-08-06,경기도 구리시 원수택로 4 , ,일반음식점,한식,031-557-0999,Y,null, ,2020-11-01,
17370,471000,경기도,구리시,강식당,천은숙,2020-08-06,경기도 구리시 체육관로 163-8  , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17369,471000,경기도,구리시,갈비하우스,김봉재,2020-08-06,경기도 구리시 검배로 76, ,일반음식점,한식,031-555-0292,Y,null, ,2020-11-01,
17368,471000,경기도,구리시,갈매통추어탕,갈외순,2020-08-06,경기도 구리시 갈매길 111  , ,일반음식점,한식,031-571-1217,Y,null, ,2020-11-01,
17367,471000,경기도,구리시,가츠몽,변지선,2020-08-06,경기도 구리시 체육관로 140   , ,일반음식점,일식, ,Y,null, ,2020-11-01,
17366,471000,경기도,구리시,RG더푸드,여람구,2020-08-06,경기도 구리시 안골로30번길 6 , ,일반음식점,한식, ,Y,null, ,2020-11-01,
17365,471000,경기도,구리시,JOY돈가츠,최피득,2020-08-06,경기도 구리시 벌말로147번길 39  , ,일반음식점,서양식,031-558-5074,Y,null, ,2020-11-01,
17364,471000,경기도,구리시,24시형제뼈다귀전문점,진석준,2020-08-06,경기도 구리시 건원대로 83 , ,일반음식점,한식,031-569-1114,Y,null, ,2020-11-01,
17363,471000,경기도,구리시,(주)청화당롯데백화점구리점,유성호외1명,2020-08-06,경기도 구리시 인창동 경춘로 261 , ,일반음식점,중식,02-465-9223,Y,null, ,2020-11-01,
17362,471000,경기도,구리시,(주)상하이문,김동훈,2020-08-06,경기도 구리시 경춘로 261, ,일반음식점,중식, ,Y,null, ,2020-11-01,
17361,471000,경기도,구리시,(주)갈매골순두부,김치운,2020-08-06,경기도 구리시 갈매길 18 , ,일반음식점,한식,031-571-4884,Y,null, ,2020-11-01,
17360,464000,경기도,광주시,다미정,임애정,2020-09-17,경기도 광주시 초월읍 설월길 29, ,일반음식점,한식,031-764-0473,Y,null, ,2020-11-01,
17359,423000,경기도,광명시,죽이야기(광명철산역점),염미경,2020-09-28,경기도 광명시 디지털로33번길 5, ,일반음식점,한식,02-2618-6288,Y,null,프랜차이즈협회우선추천매장,2020-11-01,
17358,423000,경기도,광명시,원조부안집하안점,이정현,2020-10-12,경기도 광명시 하안로287번길 21, ,일반음식점,한식,010-5296-0432,Y,null, ,2020-11-01,
17357,423000,경기도,광명시,소들녘,이정현,2020-09-28,경기도 광명시 오리로876번길 6, ,일반음식점,한식,02-2618-0660,Y,null, ,2020-11-01,
17356,423000,경기도,광명시,브로스돈까스,이서연,2020-09-28,경기도 광명시 철산로 15 2-2호, ,일반음식점,서양식,02-2685-5570,Y,null, ,2020-11-01,
17355,423000,경기도,광명시,별천지불향쭈꾸미,이순호,2020-09-28,경기도 광명시 범안로 1047, ,일반음식점,한식,010-3722-9561,Y,null, ,2020-11-01,
17354,423000,경기도,광명시,개성손만두,이종택,2020-09-28,경기도 광명시 범안로 1047, ,일반음식점,한식,010-8706-2386,Y,null, ,2020-11-01,
17353,411000,경기도,고양시,화포식당일산탄현점,김선주,2020-08-28,경기도 고양시 일산서구 탄중로 95, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17352,411000,경기도,고양시,죽이야기(일산주엽역점),윤상현,2020-09-08,경기도 고양시 일산서구 주화로 70, ,일반음식점,한식,031-922-4485,Y,null,프랜차이즈협회우선추천매장,2020-11-01,
17351,411000,경기도,고양시,죽이야기(든든한병원점),김미영,2020-09-08,경기도 고양시 일산서구 하이파크2로 60, ,일반음식점,한식, ,Y,null,프랜차이즈협회우선추천매장,2020-11-01,
17350,411000,경기도,고양시,명륜진사갈비대화점,김시윤,2020-08-28,경기도 고양시 일산서구 중앙로 1547, ,일반음식점,한식,031-913-2220,Y,null, ,2020-11-01,
17349,411000,경기도,고양시,훈장골,오진화외1,2020-08-25,경기도 고양시 일산동구 고일로 10, ,일반음식점,한식,031-969-4222,Y,null, ,2020-11-01,
17348,411000,경기도,고양시,일등가오리불고기일산직영점,장성일,2020-08-27,경기도 고양시 일산동구 무궁화로 370, ,일반음식점,한식,031-968-8181,Y,null, ,2020-11-01,
17347,411000,경기도,고양시,오닭가닭닭갈비,오유리,2020-08-25,경기도 고양시 일산동구 탄중로417번길 7-3, ,일반음식점,한식,031-977-5625,Y,null, ,2020-11-01,
17346,411000,경기도,고양시,영덕대게,김정섭,2020-09-07,경기도 고양시 일산동구 무궁화로 31-16, ,일반음식점,한식,031-919-1727,Y,null, ,2020-11-01,
17345,411000,경기도,고양시,쉐이크쉑고양점,황재복,2020-09-16,경기도 고양시 덕양구 고양대로 1955, ,일반음식점,기타외국식,031-965-2300,Y,null, ,2020-11-01,
17344,477000,경기도,가평군,헌크바비큐하우스(Hunkbarbecuehouse),김서윤,2020-09-16,경기도 가평군 가평읍 중촌로 15-20, ,일반음식점,서양식,031-581-0092,Y,null, ,2020-11-01,
17343,477000,경기도,가평군,철원양평해장국,김금순,2020-09-22,경기도 가평군 조종면 청군로 1183-1, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17342,477000,경기도,가평군,처갓집양념치킨,김성식외1명,2020-09-22,경기도 가평군 조종면 청군로 1185, ,일반음식점,한식,031-585-2567,Y,null, ,2020-11-01,
17341,477000,경기도,가평군,지우레져,김학노,2020-09-18,경기도 가평군 가평읍 북한강변로 970-11, ,일반음식점,한식,031-581-7770,Y,null, ,2020-11-01,
17340,477000,경기도,가평군,장군숯불구이,정종균,2020-09-15,경기도 가평군 가평읍 보납로 18번길 4, ,일반음식점,한식,031-582-7885,Y,null, ,2020-11-01,
17339,477000,경기도,가평군,자연가든,김영애,2020-09-15,경기도 가평군 가평읍 잎너비길 17-46, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17338,477000,경기도,가평군,이오(EO),홍혜경외1명,2020-09-15,경기도 가평군 가평읍 향교로 38-7, ,일반음식점,한식,070-4134-6033,Y,null, ,2020-11-01,
17337,477000,경기도,가평군,우듬지,원현진,2020-09-16,경기도 가평군 가평읍 달전로 56, ,일반음식점,한식,031-582-0702,Y,null, ,2020-11-01,
17336,477000,경기도,가평군,왕가네의정부부대찌개,이귀순,2020-09-23,경기도 가평군 설악면 신천중앙로35번길 55, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17335,477000,경기도,가평군,영구네키친,김선희,2020-08-24,경기도 가평군 청평면 경춘로 807-23 , ,일반음식점,한식,010-6511-4428,Y,null, ,2020-11-01,
17334,477000,경기도,가평군,앤디스,현소진,2020-09-17,경기도 가평군 청평면 청평중앙로72번길 25, ,일반음식점,서양식, ,Y,null, ,2020-11-01,
17333,477000,경기도,가평군,애프터유情園(정원),박호성,2020-09-17,경기도 가평군 청평면 북한강로 1623-1, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17332,477000,경기도,가평군,애프터유꼬무네(COMUNE),박호성,2020-09-17,경기도 가평군 청평면 북한강로 1619, ,일반음식점,서양식,031-585-6582,Y,null, ,2020-11-01,
17331,477000,경기도,가평군,애프터유MAMMA(맘마),박호성,2020-09-17,경기도 가평군 청평면 북한강로 1623-3, ,일반음식점,서양식, ,Y,null, ,2020-11-01,
17330,477000,경기도,가평군,스윗카고,김성진,2020-09-15,경기도 가평군 가평읍 가평제방길 25, ,일반음식점,기타외국식,070-8888-7553,Y,null, ,2020-11-01,
17329,477000,경기도,가평군,쉐누,이혜경,2020-09-17,경기도 가평군 청평면 잠곡로91번길 29, ,일반음식점,서양식, ,Y,null, ,2020-11-01,
17328,477000,경기도,가평군,숲B.B.U.갤러리숲,박여진,2020-09-16,경기도 가평군 가평읍 문화로 291-83, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17327,477000,경기도,가평군,소나무집,서상수,2020-09-16,경기도 가평군 가평읍 아랫마장길62, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17326,477000,경기도,가평군,세연가,전지원,2020-09-18,경기도 가평군 상면 비룡로 1950, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17325,477000,경기도,가평군,뽕잎해물칼국수,이선희,2020-09-22,경기도 가평군 북면 화악산로 110, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17324,477000,경기도,가평군,봉화전,오재희,2020-09-18,경기도 가평군 가평읍 경춘로 1795, ,일반음식점,한식,031-581-5221,Y,null, ,2020-11-01,
17323,477000,경기도,가평군,본가곱돌숯불닭갈비,구본숙,2020-09-18,경기도 가평군 상면 수목원로 209, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17322,477000,경기도,가평군,베트남쌀국수,조민정,2020-09-15,경기도 가평군 가평읍 중촌로 15-10, ,일반음식점,기타외국식, ,Y,null, ,2020-11-01,
17321,477000,경기도,가평군,마당,한정민,2020-09-22,경기도 가평군 조종면 조종희망로5번길 17, ,일반음식점,한식,031-585-8870,Y,null, ,2020-11-01,
17320,477000,경기도,가평군,도선재,정지영,2020-09-17,경기도 가평군 청평면 양진길 7, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17319,477000,경기도,가평군,대부도칼국수,배대원,2020-09-16,경기도 가평군 가평읍 옥골길 6-39, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17318,477000,경기도,가평군,대박집,고정신,2020-09-22,경기도 가평군 조종면 현창로 26, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17317,477000,경기도,가평군,다주리진곰탕,임미경,2020-09-16,경기도 가평군 가평읍 가화로 377, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17316,477000,경기도,가평군,다다일공공(DADA100),김미경,2020-09-21,경기도 가평군 설악면 한서로 69-100, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17315,477000,경기도,가평군,농부의뜰,장선희,2020-09-22,경기도 가평군 조종면 조종희망로 120, ,일반음식점,한식, ,Y,null, ,2020-11-01,
17314,477000,경기도,가평군,네자매평강,송경남외3명,2020-09-21,경기도 가평군 설악면 한서로 87, ,일반음식점,한식,031-585-1898,Y,null, ,2020-11-01,
17313,477000,경기도,가평군,공손한소먹으면돼지,최유미,2020-09-22,경기도 가평군 조종면 현창로 28-8, ,일반음식점,한식,031-585-5303,Y,null, ,2020-11-01,
17312,477000,경기도,가평군,고래옥,김용수,2020-09-21,경기도 가평군 설악면 유명로 1641-11, ,일반음식점,한식,031-584-3222,Y,null, ,2020-11-01,
17311,477000,경기도,가평군,THESTEEL(더스틸),박흥수,2020-09-16,경기도 가평군 가평읍 북한강변로 1044-11, ,일반음식점,서양식,031-581-7002,Y,null, ,2020-11-01,
17310,445000,경기도,화성시,돈통마늘보쌈(송산신도시점),신일범,2020-08-18,경기도 화성시 꽃내음1길25.더원파크뷰1동 201~202호 일부, ,일반음식점,한식,031-355-9074,Y,null, ,2020-11-01,
17309,451000,경기도,평택시,코바코평택오성점,최정옥,2020-08-26,경기도 평택시 오성면 서동대로 2064, ,일반음식점,한식,031-682-8882,Y,null,프랜차이즈협회우선추천매장,2020-11-01,
